Name	geneid	logFC.mesen	logCPM.mesen	LR.mesen	PValue.mesen	FDR.mesen	logFC.diff	logCPM.diff	LR.diff	PValue.diff	FDR.diff	Row.names.y	logFC.immuno	logCPM.immuno	LR.immuno	PValue.immuno	FDR.immuno	logFC.prolif	logCPM.prolif	LR.prolif	PValue.prolif	FDR.prolif
PPP1R2	5504	-0.002223257	6.107490442	0.000841722	0.976854668	0.982733498	-0.002020214	6.107490442	0.000675155	0.979270299	0.987252952	PPP1R2|5504	-0.042659884	6.107490442	0.328157542	0.566746014	0.679648432	0.046903355	6.107490442	0.403886864	0.525088715	0.604323269
PPP1R2P3	153743	0.015394828	1.754854256	0.029717334	0.863133163	0.904704863	-0.011940227	1.754854256	0.017291175	0.895383019	0.934579833	PPP1R2P3|153743	-0.041434461	1.754854256	0.22741988	0.633443583	0.735231481	0.03797986	1.754854256	0.194565489	0.659143657	0.725325037
PPP1R3B	79660	0.431897629	4.230027755	14.3266596	0.000153673	0.000847598	-0.100156331	4.230027755	0.703188592	0.401714351	0.547163648	PPP1R3B|79660	-0.419651759	4.230027755	13.04863041	0.000303506	0.001511767	0.087910461	4.230027755	0.611492287	0.43422649	0.51766876
PPP1R3C	5507	0.401227709	1.988628409	5.543486409	0.018549592	0.044954022	0.148966398	1.988628409	0.722718856	0.395253521	0.541090403	PPP1R3C|5507	-1.140945188	1.988628409	39.64571673	3.04E-10	6.43E-09	0.59075108	1.988628409	13.05573079	0.000302358	0.000871276
PPP1R3D	5509	-0.018223107	3.995801974	0.065407368	0.798144933	0.857269024	0.284281038	3.995801974	16.04393227	6.19E-05	0.000506487	PPP1R3D|5509	-0.013737635	3.995801974	0.039553861	0.842355421	0.891836767	-0.252320297	3.995801974	13.10700083	0.000294194	0.0008513
PPP1R3E	90673	-0.4647016	2.495061963	15.61836972	7.75E-05	0.000468934	0.173204567	2.495061963	2.281455262	0.130928971	0.240979009	PPP1R3E|90673	0.165267189	2.495061963	2.267769287	0.132089908	0.224308068	0.126229844	2.495061963	1.328605609	0.249053433	0.326097506
PPP1R3F	89801	-0.177267572	3.141563971	1.635915027	0.200886865	0.301816395	0.094878774	3.141563971	0.470635761	0.492694834	0.629453032	PPP1R3F|89801	0.073110703	3.141563971	0.304866258	0.580847675	0.691597904	0.009278096	3.141563971	0.004915326	0.944106597	0.957258519
ATP8B4	79895	0.807683496	1.328269861	44.59625393	2.42E-11	4.90E-10	-0.248099534	1.328269861	3.606437134	0.057556302	0.13054219	ATP8B4|79895	0.870640877	1.328269861	54.90774308	1.26E-13	4.14E-12	-1.430224839	1.328269861	114.9855725	7.93E-27	5.41E-25
PPP1R3G	648791	-0.201423131	2.523623109	2.246835443	0.133887959	0.219279297	0.115907623	2.523623109	0.751331155	0.386055106	0.532861834	PPP1R3G|648791	0.009194876	2.523623109	0.005111696	0.943002909	0.96190976	0.076320632	2.523623109	0.357597556	0.549843528	0.626768059
PPP1R7	5510	-0.150377088	5.757294319	5.551735009	0.018462377	0.04477833	0.257957018	5.757294319	16.67776621	4.43E-05	0.000387938	PPP1R7|5510	0.001875427	5.757294319	0.00093574	0.975596627	0.983875358	-0.109455357	5.757294319	3.174478897	0.074797068	0.116854575
PPP1R8	5511	-0.073018147	5.808143437	1.660729235	0.197504893	0.297931427	-0.178679717	5.808143437	9.52673072	0.002025005	0.008870035	PPP1R8|5511	0.138030093	5.808143437	6.463262868	0.011012724	0.030687958	0.113667771	5.808143437	4.407622477	0.035778674	0.061394832
PPP1R9A	55607	-0.325367462	4.794293626	12.65774174	0.000374014	0.001803899	0.263717705	4.794293626	8.682653883	0.003212529	0.012928145	PPP1R9A|55607	-0.077375773	4.794293626	0.785811615	0.375369614	0.501019791	0.13902553	4.794293626	2.618359372	0.105633607	0.157061718
PPP1R9B	84687	0.404633138	6.495192115	24.11607665	9.07E-07	9.27E-06	-0.066679538	6.495192115	0.602182035	0.43774669	0.581166229	PPP1R9B|84687	0.049064263	6.495192115	0.361906926	0.547449081	0.663131902	-0.387017863	6.495192115	21.62358742	3.32E-06	1.45E-05
PPP2CA	5515	-0.023820375	7.242764378	0.143002592	0.705314089	0.785161941	0.034399664	7.242764378	0.291794303	0.589072987	0.71184416	PPP2CA|5515	0.147074663	7.242764378	5.907187206	0.015079231	0.039624331	-0.157653952	7.242764378	6.621467064	0.01007568	0.020024987
PPP2CB	5516	-0.050588437	6.530412162	0.417377864	0.518248347	0.624097044	0.136777089	6.530412162	3.032739428	0.081600138	0.169762212	PPP2CB|5516	-0.218253252	6.530412162	8.112709944	0.004395597	0.014432509	0.132064601	6.530412162	3.112347387	0.077700901	0.120758694
PPP2R1A	5518	-0.047568183	8.496240995	0.578542543	0.446884165	0.55900024	0.081060621	8.496240995	1.658022009	0.1978706	0.328531714	PPP2R1A|5518	-0.141799748	8.496240995	5.413623915	0.019980196	0.049728197	0.10830731	8.496240995	3.272194685	0.070463299	0.110869642
PPP2R1B	5519	-0.021281253	4.881770245	0.04731863	0.827796531	0.878746744	-0.029280936	4.881770245	0.086911212	0.768141261	0.848519705	PPP2R1B|5519	0.058684549	4.881770245	0.386136662	0.534337159	0.651545046	-0.00812236	4.881770245	0.007404892	0.931425334	0.947748641
PPP2R2A	5520	-0.02191579	5.804439208	0.084694835	0.77103314	0.83747125	0.041620698	5.804439208	0.299037757	0.58448629	0.707954889	PPP2R2A|5520	-0.157359205	5.804439208	4.575136422	0.032439163	0.07360748	0.137654297	5.804439208	3.645522894	0.056220148	0.091350233
ACAN	176	0.687688874	1.51329499	7.612812704	0.005795501	0.017371658	-0.592836628	1.51329499	4.70977223	0.029991625	0.078552445	ACAN|176	-1.127836093	1.51329499	17.59876909	2.73E-05	0.000191477	1.032983846	1.51329499	18.767679	1.48E-05	5.63E-05
ATP9A	10079	0.243006508	7.029830947	7.13324304	0.007566775	0.021607993	0.196954666	7.029830947	4.532562862	0.033255779	0.085051598	ATP9A|10079	-0.277586527	7.029830947	9.326712129	0.002258372	0.008242408	-0.162374647	7.029830947	3.261062205	0.070943158	0.111519487
PPP2R2B	5521	-0.282450669	3.655728903	1.107946818	0.292528701	0.404034616	1.367289291	3.655728903	30.19322662	3.91E-08	1.12E-06	PPP2R2B|5521	-0.618814122	3.655728903	5.450725244	0.019560205	0.048850737	-0.4660245	3.655728903	3.176947326	0.074684137	0.116714104
PPP2R2C	5522	0.089539846	2.955453616	0.082001807	0.774602733	0.840129987	-0.136130234	2.955453616	0.179072244	0.672171755	0.778816112	PPP2R2C|5522	0.064229092	2.955453616	0.044706462	0.832544705	0.885592243	-0.017638704	2.955453616	0.003369668	0.953709724	0.964956384
PPP2R2D	55844	-0.078712923	5.289278647	1.50929635	0.219246488	0.322419093	0.069895599	5.289278647	1.177198662	0.277927031	0.421014339	PPP2R2D|55844	-0.139028395	5.289278647	4.978371882	0.025666127	0.060891004	0.147845719	5.289278647	5.857003079	0.01551519	0.029413892
PPP2R3A	5523	-0.071410427	5.113796549	0.759297075	0.383548591	0.497274104	-0.073367773	5.113796549	0.778044049	0.377740007	0.524525878	PPP2R3A|5523	0.15867816	5.113796549	4.091065918	0.043110447	0.092404694	-0.01389996	5.113796549	0.031073102	0.860077397	0.891246414
PPP2R3B	28227	-0.326503996	3.848001566	8.106434988	0.004410839	0.013902198	-0.077135859	3.848001566	0.453028117	0.500900447	0.636300425	PPP2R3B|28227	0.010675126	3.848001566	0.009612225	0.921898979	0.94733154	0.392964728	3.848001566	13.65279289	0.000219914	0.000656849
PPP2R3C	55012	0.086349087	4.207018442	1.536307225	0.215168305	0.31802762	-0.169535816	4.207018442	5.570872972	0.018261654	0.05302145	PPP2R3C|55012	0.219657863	4.207018442	10.71222489	0.0010643	0.00434401	-0.136471134	4.207018442	4.012872492	0.045154159	0.07525858
PPP2R4	5524	0.034445812	7.285231192	0.277665214	0.598235618	0.696799195	0.198218233	7.285231192	9.113918088	0.002536719	0.010680481	PPP2R4|5524	-0.057975426	7.285231192	0.827832438	0.362900052	0.487800264	-0.174688619	7.285231192	7.481945241	0.006232071	0.013119604
PPP2R5A	5525	-0.094785534	6.21146485	1.455072316	0.227715797	0.331905997	0.218778357	6.21146485	7.823963991	0.005155799	0.01905445	PPP2R5A|5525	0.184988216	6.21146485	6.081578529	0.013659866	0.036628571	-0.308981039	6.21146485	16.20561329	5.68E-05	0.00019133
PPP2R5B	5526	0.185327887	4.232194604	4.410182052	0.035725028	0.076866921	0.059116116	4.232194604	0.429515943	0.512226563	0.645960098	PPP2R5B|5526	0.062548687	4.232194604	0.526278118	0.468175833	0.591116725	-0.30699269	4.232194604	12.26967795	0.000460378	0.001270779
PPP2R5C	5527	0.009497545	6.629431541	0.026958967	0.869580108	0.909019558	0.106968884	6.629431541	3.362457714	0.066698457	0.145862122	PPP2R5C|5527	-0.021655063	6.629431541	0.148541743	0.699932834	0.789220834	-0.094811366	6.629431541	2.84843381	0.091462999	0.139008406
ATP9B	374868	0.060630887	4.080480209	0.516485085	0.472344908	0.58279753	0.07582525	4.080480209	0.786109525	0.375279118	0.522252854	ATP9B|374868	-0.004266156	4.080480209	0.002698278	0.958572558	0.972833795	-0.132189981	4.080480209	2.576614238	0.108453416	0.160688942
PPP2R5D	5528	-0.219257882	6.242824625	8.739831411	0.003113333	0.010470931	-0.093344902	6.242824625	1.562198578	0.211343596	0.344973386	PPP2R5D|5528	0.128560829	6.242824625	3.328364983	0.068094536	0.132989354	0.184041956	6.242824625	6.91580649	0.00854371	0.017282834
PPP2R5E	5529	0.03283871	5.091014729	0.25361717	0.614539555	0.711011234	-0.083571224	5.091014729	1.572419913	0.209855931	0.343039805	PPP2R5E|5529	-0.041029226	5.091014729	0.417520582	0.518176826	0.636199021	0.09176174	5.091014729	2.136500263	0.143829686	0.204652247
PPP3CA	5530	0.451897609	5.553809428	31.20307502	2.32E-08	3.13E-07	-0.336474978	5.553809428	15.28438839	9.25E-05	0.000705148	PPP3CA|5530	0.001102154	5.553809428	0.000187835	0.989065103	0.992850624	-0.116524785	5.553809428	2.086114518	0.148643702	0.210439087
PPP3CB	5532	0.160517084	5.682642533	6.865810351	0.00878604	0.024367044	-0.058977273	5.682642533	0.876867341	0.349061127	0.496393182	PPP3CB|5532	-0.084751191	5.682642533	1.978812084	0.159515607	0.260465782	-0.01678862	5.682642533	0.07889245	0.778803976	0.824781821
PPP3CC	5533	0.414922862	2.85669155	25.90825061	3.58E-07	3.96E-06	-0.197760599	2.85669155	5.307308956	0.021236134	0.059624229	PPP3CC|5533	0.213659748	2.85669155	7.12146804	0.007616631	0.022636493	-0.43082201	2.85669155	27.17881813	1.85E-07	1.03E-06
PPP3R1	5534	-0.006791303	6.487949921	0.014893723	0.902867465	0.931399693	-0.098313973	6.487949921	2.99712403	0.083412464	0.172611945	PPP3R1|5534	0.002100999	6.487949921	0.001517705	0.968924085	0.979223571	0.103004277	6.487949921	3.718032282	0.05382777	0.087932565
PPP4C	5531	-0.275477003	7.25062445	15.31561207	9.10E-05	0.00053903	-0.065948055	7.25062445	0.87474869	0.349644016	0.496989794	PPP4C|5531	0.212022949	7.25062445	10.20865196	0.001397833	0.005488858	0.129402109	7.25062445	3.800486361	0.051237698	0.084153299
PPP4R1	9989	0.094847863	6.022207732	2.077444304	0.149490287	0.239237091	-0.177947424	6.022207732	6.866751824	0.008781412	0.029352415	PPP4R1|9989	0.03009223	6.022207732	0.220638656	0.638553725	0.739357533	0.053007332	6.022207732	0.691961878	0.405497874	0.490297564
PPP4R2	151987	-0.108334755	4.44739248	1.879169233	0.1704286	0.265849042	-0.072871186	4.44739248	0.829078122	0.362539235	0.509699339	PPP4R2|151987	-0.023128261	4.44739248	0.092070026	0.761561858	0.835789552	0.204334202	4.44739248	7.424350619	0.006434704	0.013501341
PPP4R4	57718	-0.361444802	-0.335152123	2.095480753	0.147735234	0.237218179	-0.21672505	-0.335152123	0.744138956	0.38833824	0.535187653	PPP4R4|57718	-0.04180259	-0.335152123	0.03090788	0.860446064	0.90519402	0.619972441	-0.335152123	7.377241364	0.006605441	0.013808159
ATPAF1	64756	-0.372860368	6.788015594	25.75706749	3.87E-07	4.26E-06	0.043439594	6.788015594	0.357571004	0.549858342	0.678216581	ATPAF1|64756	0.470317941	6.788015594	47.901881	4.48E-12	1.21E-10	-0.140897167	6.788015594	4.067215106	0.043723304	0.0731543
PPP5C	5536	0.13238666	6.526171408	2.825321847	0.09278829	0.165024005	-0.201142717	6.526171408	6.080293435	0.013669806	0.04219665	PPP5C|5536	0.008792254	6.526171408	0.01306034	0.909014375	0.939269574	0.059963803	6.526171408	0.615865237	0.432587953	0.516484415
PPP6C	5537	0.061472386	6.11043025	1.073612154	0.300130969	0.412727563	-0.024662988	6.11043025	0.166121297	0.683582194	0.787359153	PPP6C|5537	0.141190377	6.11043025	6.071021381	0.013741747	0.036789768	-0.177999775	6.11043025	9.39774077	0.00217253	0.00513894
PPPDE1	51029	0.060951534	6.335771085	0.745496302	0.387905885	0.501600164	-0.264691503	6.335771085	13.10775412	0.000294076	0.001817012	PPPDE1|51029	-0.046049163	6.335771085	0.447020929	0.503753073	0.62387786	0.249789132	6.335771085	13.68191501	0.00021653	0.000648268
PPPDE2	27351	0.017138151	4.211867547	0.044598611	0.832743826	0.881537862	-0.009303332	4.211867547	0.012711115	0.91023385	0.94473645	PPPDE2|27351	0.386898207	4.211867547	25.10705558	5.42E-07	6.06E-06	-0.394733026	4.211867547	24.21127528	8.63E-07	4.22E-06
PPRC1	23082	0.026319181	6.46937622	0.123834261	0.724912566	0.800238251	0.023482639	6.46937622	0.09573936	0.757003751	0.841471761	PPRC1|23082	-0.105444063	6.46937622	2.083053104	0.148942007	0.247051119	0.055642243	6.46937622	0.595215676	0.440409307	0.523849513
PPT1	5538	-0.176450916	7.992045696	3.398210763	0.065267179	0.125485886	-0.287492583	7.992045696	8.632014294	0.003303061	0.013215721	PPT1|5538	0.138809767	7.992045696	2.319539896	0.12775781	0.218635596	0.325133733	7.992045696	13.07231683	0.000299692	0.000864414
PPT2	9374	-0.153447042	4.792516579	3.495696476	0.061528522	0.119812068	-0.028618726	4.792516579	0.119901445	0.729141405	0.821181539	PPT2|9374	-0.144482014	4.792516579	3.305111331	0.069064665	0.134544567	0.326547782	4.792516579	17.89478684	2.33E-05	8.52E-05
PPTC7	160760	0.17461326	4.315142759	4.933248913	0.026344742	0.060110428	0.036044655	4.315142759	0.200855833	0.654030927	0.763437574	PPTC7|160760	0.15444586	4.315142759	4.088228961	0.043182868	0.092507785	-0.365103775	4.315142759	21.74782335	3.11E-06	1.37E-05
PPWD1	23398	-0.181028579	4.033908637	6.916265579	0.008541517	0.023827902	-0.044131056	4.033908637	0.405787007	0.524115637	0.656958394	PPWD1|23398	-0.026683744	4.033908637	0.162916843	0.686485125	0.778789695	0.251843379	4.033908637	15.07712107	0.000103207	0.000329067
PQBP1	10084	-0.585333607	6.2847111	19.78945272	8.65E-06	6.91E-05	-0.101576183	6.2847111	0.61514899	0.432855685	0.576282223	PQBP1|10084	0.446639712	6.2847111	13.80910439	0.000202353	0.001071423	0.240270078	6.2847111	3.945687329	0.046991653	0.077894413
ATPAF2	91647	-0.097870443	3.798160027	1.765416623	0.183950327	0.281996611	-0.152924165	3.798160027	4.154194848	0.041531515	0.101295078	ATPAF2|91647	0.092790067	3.798160027	1.725086533	0.189039611	0.297011604	0.158004541	3.798160027	5.078530011	0.024223899	0.043567505
PQLC1	80148	0.125580329	5.393089501	2.384315014	0.122558603	0.205055154	0.073017908	5.393089501	0.778438332	0.377619179	0.524405966	PQLC1|80148	0.211144758	5.393089501	7.222893254	0.00719796	0.021600979	-0.409742996	5.393089501	25.61012038	4.18E-07	2.17E-06
PQLC2	54896	0.063338191	4.373539517	0.599726707	0.438682319	0.551006146	-0.332045919	4.373539517	15.22273906	9.55E-05	0.000722748	PQLC2|54896	0.243634228	4.373539517	9.611865797	0.001933241	0.007227443	0.025073499	4.373539517	0.100311923	0.751455634	0.801662541
PQLC3	130814	0.042980755	5.608589688	0.226143711	0.63439807	0.726691524	0.38646572	5.608589688	18.50927927	1.69E-05	0.00017473	PQLC3|130814	0.263046923	5.608589688	9.213996027	0.002401719	0.008709165	-0.692493398	5.608589688	57.8159897	2.88E-14	4.51E-13
PRAF2	11230	-0.163898886	6.577451354	2.003793129	0.156906127	0.248553161	-0.197877216	6.577451354	2.822867577	0.092930244	0.187118746	PRAF2|11230	0.132695856	6.577451354	1.445521654	0.229247903	0.344971718	0.229080246	6.577451354	4.385905174	0.036237246	0.062097666
PRAM1	84106	0.368821554	1.336140519	7.480549261	0.006236904	0.018458325	-0.186906651	1.336140519	1.73996241	0.18714359	0.315158672	PRAM1|84106	0.672219873	1.336140519	27.0800912	1.95E-07	2.40E-06	-0.854134776	1.336140519	37.20127263	1.07E-09	8.63E-09
PRAME	23532	-0.137951934	6.965262192	0.620993614	0.430678292	0.544160381	-0.402127196	6.965262192	4.950446254	0.026083935	0.070302767	PRAME|23532	0.161267116	6.965262192	0.933786511	0.333880932	0.458295542	0.378812013	6.965262192	5.307863125	0.02122938	0.038777777
PRAP1	118471	-0.795148165	1.25358461	6.605292264	0.010167611	0.027423706	-0.630571565	1.25358461	4.109994621	0.042630498	0.103527321	PRAP1|118471	-0.580754976	1.25358461	3.873339418	0.049058818	0.102370746	2.006474706	1.25358461	57.95288699	2.68E-14	4.24E-13
PRC1	9055	-0.268065362	5.862806652	7.167282327	0.007424517	0.021265628	-0.293824265	5.862806652	8.326119287	0.003907905	0.01520385	PRC1|9055	0.264103361	5.862806652	7.863184233	0.005045146	0.016109733	0.297786266	5.862806652	10.10950382	0.001475067	0.00362558
PRCC	5546	-0.140414066	7.040814429	6.601933891	0.010186807	0.027465739	-0.041047213	7.040814429	0.554607474	0.45644117	0.598097719	PRCC|5546	-0.038185792	7.040814429	0.526020485	0.468284752	0.591116725	0.21964707	7.040814429	18.03286963	2.17E-05	7.98E-05
PRCP	5547	-0.114060515	6.963949583	1.874610673	0.170947946	0.266413294	0.057207551	6.963949583	0.467804528	0.493998926	0.630548099	PRCP|5547	0.153537333	6.963949583	3.723697667	0.053645447	0.109980396	-0.096684369	6.963949583	1.449240776	0.228649815	0.303070617
ATPBD4	89978	-0.334215013	3.199143453	11.73765806	0.00061248	0.002743537	0.232162918	3.199143453	5.901491169	0.015128072	0.045742045	ATPBD4|89978	0.138850965	3.199143453	2.279860278	0.131063681	0.222978371	-0.03679887	3.199143453	0.158479652	0.690560138	0.752277344
PRDM1	639	0.960842531	3.882841339	86.75163861	1.23E-20	5.57E-19	-0.611096882	3.882841339	28.37749236	9.98E-08	2.47E-06	PRDM1|639	0.59805866	3.882841339	34.24784001	4.85E-09	8.21E-08	-0.947804309	3.882841339	73.00007233	1.30E-17	3.03E-16
PRDM10	56980	-0.04434048	3.718881668	0.443622882	0.505379008	0.612722202	0.092318385	3.718881668	1.898498055	0.168246531	0.291167944	PRDM10|56980	-0.09984912	3.718881668	2.378579764	0.123009334	0.212493525	0.051871214	3.718881668	0.658442848	0.417110215	0.501309994
PRDM11	56981	-0.085895229	1.396879954	0.583111331	0.445095356	0.55708331	-0.152443272	1.396879954	1.767768095	0.183658536	0.310699917	PRDM11|56981	-0.318047205	1.396879954	8.288355475	0.003990011	0.013372118	0.556385707	1.396879954	28.09560571	1.15E-07	6.68E-07
PRDM15	63977	-0.002323452	4.385059128	0.000666394	0.979405205	0.984778371	0.281956156	4.385059128	9.873314223	0.001676932	0.00760569	PRDM15|63977	-0.098359411	4.385059128	1.257685017	0.262089741	0.382400646	-0.181273293	4.385059128	4.268420643	0.038827002	0.065982331
PRDM16	63976	0.378393055	1.497370505	2.100638263	0.147237665	0.236552463	0.068284281	1.497370505	0.066152943	0.797022729	0.867944001	PRDM16|63976	-2.731452306	1.497370505	78.09509216	9.82E-19	4.90E-17	2.28477497	1.497370505	91.44452213	1.15E-21	4.41E-20
PRDM2	7799	0.186605525	6.133375017	6.145422805	0.013175266	0.033952592	-0.005557466	6.133375017	0.005175854	0.942646947	0.966341759	PRDM2|7799	-0.113876215	6.133375017	2.35148114	0.125164035	0.215359721	-0.067171844	6.133375017	0.829312493	0.362471404	0.447122527
PRDM4	11108	-0.072077671	5.396826991	1.104064139	0.293375923	0.405086188	-0.119501583	5.396826991	2.92862964	0.087021329	0.178261305	PRDM4|11108	-0.129276922	5.396826991	3.756356547	0.052607092	0.108260157	0.320856176	5.396826991	24.46936072	7.55E-07	3.74E-06
PRDM5	11107	0.346708124	0.91179033	5.63304337	0.017625006	0.043095312	-0.588289592	0.91179033	13.9964466	0.000183156	0.0012383	PRDM5|11107	-0.130527022	0.91179033	0.802950792	0.370212593	0.495527845	0.37210849	0.91179033	6.952046126	0.008372342	0.016979078
PRDM6	93166	1.271151493	0.238613023	61.32546737	4.84E-15	1.46E-13	-0.024722186	0.238613023	0.019165108	0.889894186	0.930958693	PRDM6|93166	-0.517027186	0.238613023	8.892374467	0.002863641	0.010123566	-0.729402121	0.238613023	17.42233443	2.99E-05	0.000106798
PRDM8	56978	1.462961935	0.183836615	152.8347214	4.16E-35	4.80E-33	-0.560818779	0.183836615	17.35034425	3.11E-05	0.00028843	PRDM8|56978	0.141654654	0.183836615	1.339802983	0.247068716	0.365826792	-1.043797809	0.183836615	63.12432405	1.94E-15	3.53E-14
ATPIF1	93974	-0.315407208	7.086557035	11.08628315	0.000869686	0.003670334	0.029923394	7.086557035	0.101148918	0.75045522	0.836576639	ATPIF1|93974	0.31899975	7.086557035	12.96463861	0.00031743	0.001574418	-0.033515937	7.086557035	0.139050376	0.709226898	0.767555461
PRDX1	5052	-0.2510007	8.335315391	10.20242385	0.001402562	0.005405566	-0.076815567	8.335315391	0.948075887	0.330209548	0.477349391	PRDX1|5052	0.381141746	8.335315391	26.84286823	2.21E-07	2.70E-06	-0.053325479	8.335315391	0.506295017	0.476747128	0.558339927
