GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YGR294W,YGR294W,-0.169,0.058,0.162,1.00240e-02,4.55880e-01,2.54210e-01
YDR133C,YDR133C,0.064,0.329,-0.213,1.03640e-01,4.17380e-06,4.01040e-04
YGL190C,CDC55,-0.007,-0.035,-0.004,8.60990e-01,4.62160e-01,9.64330e-01
YPR047W,MSF1,-0.182,0.231,-0.812,8.03120e-04,5.26890e-04,1.40250e-07
YBR248C,HIS7,-0.258,-1.252,0.898,2.31510e-06,1.65490e-07,3.30470e-05
YOL037C,YOL037C,-0.004,-0.059,0.724,9.58820e-01,7.37880e-01,3.63570e-03
YNL058C,YNL058C,-0.515,-0.138,0.045,2.42120e-09,1.70680e-02,4.42940e-01
YGR295C,COS6,-0.150,0.227,-0.534,6.86790e-04,5.52950e-05,4.98880e-13
YER112W,LSM4,0.193,-0.181,0.151,7.05270e-05,3.75910e-03,1.36530e-01
YDR060W,YDR060W,0.139,0.371,0.000,2.58770e-01,2.38860e-01,4.45530e-01
YCR081W,SRB8,0.213,0.261,0.140,2.24660e-02,5.39360e-02,5.14290e-01
YDR206W,EBS1,0.008,-0.111,0.389,9.05810e-01,3.58830e-01,9.01330e-02
YGL263W,COS12,-0.562,-0.105,-0.093,2.24820e-04,6.13340e-01,5.60600e-01
YCL050C,APA1,-0.252,-0.199,-0.286,3.34550e-05,4.65370e-03,2.32880e-06
YBR175W,YBR175W,-0.066,-0.356,0.268,2.11370e-01,3.25670e-04,1.02260e-01
YBL071C,YBL071C,-0.033,-0.552,0.323,8.10760e-01,4.09680e-02,2.90930e-01
YER113C,YER113C,-0.023,-0.501,-0.103,7.35640e-01,1.00950e-02,6.80110e-01
YML079W,YML079W,-0.001,0.001,-0.018,9.79400e-01,9.99999e-01,8.59500e-01
YOR352W,YOR352W,0.154,0.264,-0.172,1.96490e-03,7.97310e-05,4.25460e-02
YDR207C,UME6,0.084,0.138,0.041,6.33800e-02,5.02630e-02,7.51830e-01
YPR048W,TAH18,0.113,-0.191,0.289,1.28930e-01,5.45560e-01,6.30480e-02
YJR160C,YJR160C,-0.097,0.154,-0.228,3.04920e-02,5.09710e-03,2.31660e-02
YBR249C,ARO4,-0.260,-0.106,-0.388,5.13620e-07,3.09810e-02,8.92580e-08
YOR069W,VPS5,0.075,-0.079,0.378,7.97500e-02,1.97960e-01,1.06870e-03
YPL017C,YPL017C,0.031,0.198,0.040,5.11010e-01,6.71620e-03,7.24030e-01
YDL102W,CDC2,0.043,0.000,0.000,5.29510e-01,9.99999e-01,9.99999e-01
YNL059C,ARP5,0.221,-0.214,0.046,1.47750e-04,9.06220e-04,5.93230e-01
YOR280C,YOR280C,-0.053,-0.151,-0.324,1.68680e-01,9.18760e-03,3.53860e-04
YOR353C,YOR353C,0.025,-0.093,0.237,5.58290e-01,2.35500e-01,2.40090e-02
YJL201W,ECM25,0.013,-0.168,-0.073,8.33850e-01,4.46800e-02,6.69660e-01
YPR049C,YPR049C,0.377,0.717,0.629,1.65660e-04,6.56950e-06,8.08040e-04
YER040W,GLN3,0.098,-0.513,0.537,3.83750e-01,1.03210e-02,1.86830e-03
YDR061W,YDR061W,0.042,0.211,-0.071,3.37130e-01,1.61180e-02,4.08670e-01
YGL191W,COX13,0.030,0.089,0.015,4.28090e-01,3.83670e-02,7.78200e-01
YCR082W,YCR082W,0.065,-0.024,0.461,2.52760e-01,6.47290e-01,7.70770e-05
YDL103C,QRI1,0.113,-0.021,-0.320,1.32310e-02,7.39390e-01,1.16490e-04
YBR176W,ECM31,-0.019,-0.287,0.083,7.09610e-01,3.93260e-03,5.43730e-01
YBL072C,RPS8A,-0.342,-0.370,-0.046,9.92050e-06,2.95530e-06,4.39850e-01
YOL038W,PRE6,0.079,-0.158,0.239,4.66490e-02,2.99260e-03,1.58020e-03
YJL202C,YJL202C,0.064,-0.437,-0.428,5.83460e-01,2.21490e-01,2.06280e-01
YIL150C,DNA43,-0.043,-0.574,0.278,6.40570e-01,4.53610e-04,1.08220e-01
YER114C,BOI2,0.021,0.051,-0.004,5.89790e-01,2.64830e-01,9.64330e-01
YGR296W,YRF1-3,0.015,-0.206,0.015,6.83690e-01,9.55870e-03,8.01300e-01
YDR135C,YCF1,0.170,-0.044,0.370,2.14230e-04,3.81250e-01,2.36960e-04
YNL270C,ALP1,1.046,0.139,0.709,7.50780e-11,1.92290e-01,3.70640e-04
YBR177C,EHT1,-0.303,0.149,-0.756,2.73030e-06,1.39530e-03,2.25960e-14
YJR161C,COS5,-0.195,0.235,-0.547,3.58380e-05,3.13090e-05,3.24500e-13
YDL030W,PRP9,0.244,-0.119,0.339,2.76580e-04,2.56290e-01,1.18220e-02
YCL051W,LRE1,-0.134,-0.029,-0.023,5.60640e-03,6.83090e-01,8.48150e-01
YOR281C,YOR281C,0.226,-0.398,0.310,1.90830e-04,1.29160e-04,1.14380e-02
YOR354C,YOR354C,0.022,0.200,-0.089,5.76860e-01,3.36040e-04,2.44930e-01
YFR020W,YFR020W,-0.225,0.059,-0.101,1.25560e-03,4.40110e-01,4.01000e-01
YER041W,YER041W,-0.146,-0.168,-0.080,3.53680e-02,2.73060e-01,6.32510e-01
YDR062W,LCB2,-0.171,-0.122,-0.315,9.15550e-05,1.30620e-02,5.50800e-06
YGL192W,IME4,-0.094,0.302,-0.209,3.19840e-02,5.27670e-05,2.17790e-02
YDR208W,MSS4,0.266,0.106,0.253,1.63270e-04,4.32540e-01,1.13270e-01
YCR083W,TRX3,-0.050,0.000,0.403,3.74500e-01,9.99999e-01,6.12210e-03
YDL104C,QRI7,0.082,-0.201,0.233,1.21130e-01,9.12600e-02,1.01700e-01
YCL052C,PBN1,-0.040,0.152,-0.031,2.66110e-01,8.82780e-03,6.24690e-01
YPL018W,CTF19,-0.074,0.216,0.019,1.48070e-01,1.86490e-03,8.58030e-01
YJL130C,URA2,-0.228,-0.466,-0.611,4.06770e-06,6.97850e-05,4.83520e-10
YOL039W,RPP2A,-0.190,-0.058,-0.233,3.45050e-05,1.96530e-01,2.56870e-04
YIL151C,YIL151C,-0.112,-0.121,0.000,3.78570e-01,4.58860e-01,9.99999e-01
YER115C,SPR6,0.025,-0.098,0.049,6.67390e-01,3.00950e-01,7.55050e-01
YDR136C,YDR136C,0.085,-0.232,0.205,6.22290e-01,4.40360e-01,4.57500e-01
YGL193C,YGL193C,-0.222,0.111,-0.170,2.50510e-05,2.25870e-02,4.02650e-02
YCR084C,TUP1,0.044,0.704,-0.091,2.85510e-01,1.83200e-04,6.94110e-01
YDR209C,YDR209C,-0.121,-0.350,-0.071,2.92300e-02,6.83740e-05,6.59610e-01
YLR120C,YPS1,-0.530,-0.062,0.080,5.07790e-09,1.54630e-01,1.66890e-01
YNL271C,BNI1,-0.161,-0.104,-0.403,2.36290e-04,2.29980e-02,9.80940e-09
YJR162C,YJR162C,0.198,-0.169,-0.146,2.85920e-02,4.17030e-01,5.95390e-01
YEL010W,YEL010W,-0.580,-0.298,-0.305,4.19520e-03,4.19870e-01,7.95860e-02
YPL019C,YPL019C,-0.119,-0.167,-0.396,8.65180e-03,7.16420e-03,1.07430e-08
YDL031W,DBP10,0.239,0.923,0.618,2.03190e-04,4.58660e-04,4.02320e-03
YBL073W,YBL073W,-0.028,-0.412,0.256,9.15220e-01,2.00870e-01,4.71410e-01
YJL203W,PRP21,0.083,-0.460,0.401,1.37830e-01,6.54100e-04,4.68810e-03
YFR021W,YFR021W,-0.001,0.054,-0.078,9.99999e-01,4.18210e-01,4.24190e-01
YER042W,MXR1,0.031,-0.109,0.718,4.71410e-01,6.29720e-02,1.45950e-06
YDR063W,YDR063W,0.013,-0.056,-0.090,7.65030e-01,2.84810e-01,2.75730e-01
YBR178W,YBR178W,-0.260,0.123,-0.583,1.99790e-05,3.20220e-02,2.14400e-03
YKL110C,KTI12,0.093,-0.433,0.073,1.57990e-01,3.82730e-04,6.64590e-01
YBL074C,AAR2,-0.079,-0.266,-0.027,2.65600e-01,9.16020e-02,8.73540e-01
YGR001C,YGR001C,-0.076,-0.275,-0.198,5.71810e-02,1.11060e-04,8.68400e-02
YJL131C,YJL131C,0.078,-0.120,0.357,2.02350e-01,2.09920e-01,2.04860e-02
YJL204C,YJL204C,0.062,-0.114,0.000,6.67390e-01,7.98260e-01,9.99999e-01
YER043C,SAH1,-0.050,-0.283,-0.133,2.26820e-01,3.10940e-04,2.22010e-02
YER116C,YER116C,0.029,-0.110,0.182,5.60990e-01,1.83790e-01,1.39150e-01
YOR282W,YOR282W,0.151,-0.468,0.131,2.81600e-01,4.77720e-02,7.48650e-01
YGL194C,HOS2,0.202,-0.053,0.060,1.87710e-03,6.53110e-01,5.89370e-01
YOR355W,GDS1,-0.176,-0.044,0.430,1.66130e-04,4.57770e-01,6.26660e-03
YLR121C,YPS3,-0.685,-0.269,-0.040,1.01020e-11,8.97950e-05,5.53740e-01
YBR179C,FZO1,0.240,0.100,0.243,1.87520e-05,6.53280e-02,5.80820e-02
YNL272C,SEC2,0.153,-0.069,0.045,1.27460e-02,6.01990e-01,7.27590e-01
YJR090C,GRR1,0.116,0.052,-0.028,2.31930e-02,3.21870e-01,7.53440e-01
YEL011W,GLC3,-0.260,0.775,-0.496,2.91960e-06,2.01080e-07,4.65540e-10
YDL032W,YDL032W,-0.122,-0.280,-0.047,5.68420e-01,5.16940e-01,8.60990e-01
YDL105W,QRI2,0.293,-0.639,0.837,6.73930e-05,5.39110e-03,1.73570e-03
YDR420W,HKR1,0.314,-0.215,0.095,6.55670e-05,1.46280e-01,8.07550e-01
YFR022W,YFR022W,-0.460,-0.105,-0.295,7.44500e-08,2.51790e-01,9.25950e-02
YIL152W,YIL152W,0.060,0.071,0.029,1.44500e-01,9.78240e-02,6.60710e-01
YMR100W,MUB1,0.032,-0.194,0.332,4.74270e-01,2.61610e-02,2.30240e-02
YDR064W,RPS13,-0.489,-0.228,-0.768,5.04000e-08,6.57630e-04,3.42590e-14
YDR137W,RGP1,0.204,-0.103,0.065,6.31200e-05,1.11180e-01,4.73990e-01
YPL230W,USV1,0.059,0.335,-0.159,1.31280e-01,1.31410e-05,1.36050e-02
YDL033C,YDL033C,0.017,-0.032,0.174,8.03360e-01,7.77300e-01,3.01850e-01
YCR085W,YCR085W,-0.473,-0.266,0.483,1.09180e-02,2.50110e-01,3.46430e-02
YDL106C,GRF10,0.075,0.078,0.033,5.54670e-02,7.04150e-02,5.70810e-01
YKL111C,YKL111C,0.452,-0.086,0.000,1.26600e-02,8.40180e-01,7.37880e-01
YBL075C,SSA3,-0.281,0.232,-0.630,4.00040e-04,4.31640e-04,8.09250e-11
YGR002C,YGR002C,0.016,-0.167,0.207,7.05640e-01,1.57250e-02,7.00150e-02
YER044C,YER044C,-0.099,0.212,-0.277,1.75550e-02,1.61430e-03,3.66180e-04
YMR101C,YMR101C,0.004,-0.477,-1.796,9.99999e-01,9.12230e-02,2.86140e-06
YOR283W,YOR283W,0.099,-0.410,0.261,1.89730e-02,2.01820e-05,1.95010e-02
YOR356W,YOR356W,0.291,-0.102,0.046,4.64100e-06,3.72490e-01,6.84290e-01
YLR122C,YLR122C,-0.000,0.194,0.000,6.89160e-01,6.68520e-01,9.99999e-01
YJR091C,JSN1,-0.023,0.070,0.266,8.17360e-01,5.88090e-01,1.73630e-01
YEL012W,UBC8,0.289,0.241,0.377,4.64100e-06,2.21210e-05,4.31400e-05
YCL054W,SPB1,0.386,-0.350,0.000,3.89890e-02,1.07040e-01,9.99999e-01
YPR190C,RPC82,0.220,-0.281,0.545,1.57340e-03,9.94530e-03,4.39570e-03
YOR357C,GRD19,0.021,-0.123,0.327,6.73670e-01,1.15400e-01,1.44310e-02
YJL132W,YJL132W,-0.105,0.368,-0.336,7.52480e-02,6.70360e-06,5.84550e-03
YDR421W,YDR421W,0.136,0.022,0.262,5.08960e-03,7.69330e-01,5.48710e-02
YFR023W,PES4,0.473,-0.003,0.554,8.20750e-02,2.36170e-01,1.09260e-02
YIL153W,RRD1,-0.023,0.012,0.107,5.71210e-01,8.12930e-01,2.64960e-01
YER117W,RPL23B,-0.418,-0.338,-0.237,6.60650e-09,3.36550e-06,1.78080e-04
YDR065W,YDR065W,0.056,0.462,0.010,4.53190e-01,4.43810e-02,9.58820e-01
YPL231W,FAS2,-0.221,0.281,0.406,5.22420e-02,4.39890e-03,4.25460e-02
YDR138W,HPR1,-0.340,0.115,0.374,6.92800e-02,7.67590e-01,5.47830e-02
YCR086W,YCR086W,-0.081,-0.397,0.381,3.21210e-01,8.04730e-02,1.72390e-01
YKR070W,YKR070W,-0.105,-0.065,-0.155,1.03400e-02,2.07330e-01,7.60820e-02
YNL273W,TOF1,0.000,1.303,0.000,6.21810e-01,8.93590e-04,8.99340e-01
YBL076C,ILS1,-0.207,-0.350,-0.038,1.74910e-05,5.08060e-06,5.84720e-01
YDR422C,SIP1,0.085,0.473,0.052,1.45450e-01,2.20910e-06,7.03040e-01
YJL206C,YJL206C,0.125,0.127,0.198,1.50150e-02,6.58320e-02,1.09510e-01
YFR024C,YFR024C,-0.116,0.057,-0.141,1.22480e-02,1.93160e-01,3.47920e-02
YIL154C,YIL154C,0.034,0.138,0.348,5.14950e-01,3.15890e-02,1.09010e-02
YER045C,YER045C,-0.125,-0.126,-0.182,6.76120e-03,4.71320e-02,1.14770e-01
YER118C,SHO1,-0.073,-0.392,0.058,6.48550e-02,1.27250e-05,6.12420e-01
YDR066C,YDR066C,-0.104,-0.174,0.230,1.16830e-01,1.03330e-01,1.49500e-01
YMR102C,YMR102C,-0.374,-0.202,-0.060,2.69700e-07,2.77220e-01,6.71950e-01
YLR050C,YLR050C,0.048,0.002,-0.813,4.09130e-01,9.79400e-01,4.51180e-04
YOR284W,YOR284W,-0.044,-0.037,-0.012,4.73130e-01,7.22620e-01,9.45540e-01
YDR139C,RUB1,-0.099,-0.341,0.193,1.21030e-01,3.06000e-04,2.26930e-01
YLR123C,YLR123C,-0.263,0.099,0.000,4.74270e-01,5.03290e-01,9.99999e-01
YKR071C,YKR071C,0.335,-0.192,-0.014,7.24060e-07,3.19260e-03,8.71900e-01
YNL274C,YNL274C,0.191,0.289,-0.413,8.00530e-04,6.91960e-06,1.41260e-09
YEL013W,VAC8,-0.186,0.036,-0.115,2.01760e-04,4.24440e-01,5.71350e-02
YDL034W,YDL034W,0.105,-0.020,0.092,3.14420e-01,9.23040e-01,5.43000e-01
YDL107W,MSS2,0.182,0.097,0.258,2.11760e-03,1.91850e-01,7.09030e-02
YCL055W,KAR4,-0.002,-0.284,0.322,9.70870e-01,3.32590e-04,1.00690e-02
YKL112W,ABF1,0.523,-0.047,-0.045,4.97460e-09,4.45270e-01,6.71950e-01
YHR001W-A,QCR10,0.141,0.379,-0.555,1.14610e-03,2.39770e-06,4.78190e-05
YGR003W,YGR003W,0.182,-0.426,0.000,1.94220e-01,1.28430e-01,7.23320e-01
YJL060W,YJL060W,-0.287,-0.302,0.226,4.67180e-06,1.88110e-05,4.42650e-03
YJL133W,MRS3,-0.206,-0.140,-0.428,3.58630e-05,1.23170e-02,1.31280e-04
YEL014C,YEL014C,-0.643,-0.093,0.084,5.35540e-03,5.90650e-01,6.83690e-01
YPL232W,SSO1,0.159,-0.116,0.311,5.26700e-04,2.94010e-02,9.19680e-04
YGL196W,YGL196W,0.085,0.004,0.255,3.94050e-02,9.41780e-01,3.95000e-03
YCR087W,YCR087W,0.129,-0.000,0.000,4.48670e-01,9.70870e-01,9.99999e-01
YDL035C,GPR1,0.000,-0.000,0.000,8.65550e-01,5.78090e-01,9.99999e-01
YCL056C,YCL056C,0.033,-0.093,0.255,5.77270e-01,2.11470e-01,4.09840e-02
YKL040C,NFU1,0.130,-0.100,0.251,2.71560e-03,5.38500e-02,1.02940e-02
YJR092W,BUD4,0.113,-0.010,-0.194,1.85710e-01,9.53960e-01,5.15610e-01
YKL113C,RAD27,0.583,-0.468,0.518,6.28540e-05,3.46990e-04,1.22610e-02
YDR350C,TCM10,-0.133,0.084,-0.060,1.32210e-02,3.07980e-01,4.43970e-01
YDR423C,CAD1,-0.003,0.022,0.220,9.41780e-01,7.11620e-01,1.72710e-02
YJL207C,YJL207C,-0.042,-0.092,0.230,5.10030e-01,2.91210e-01,7.50330e-02
YFR025C,HIS2,-0.154,-0.264,-0.283,8.06300e-04,1.50210e-03,8.24870e-03
YIL155C,GUT2,0.714,0.351,0.239,4.61040e-06,7.31360e-07,7.97090e-04
YPR191W,QCR2,0.197,-0.014,-0.233,1.20770e-04,7.77300e-01,2.13770e-03
YER119C,YER119C,-0.065,0.207,-0.362,1.92030e-01,2.13920e-04,2.48600e-04
YDR067C,YDR067C,-0.148,-0.166,0.294,2.21130e-03,1.05990e-02,4.29350e-03
YMR103C,YMR103C,-0.298,0.214,-0.070,3.47010e-06,8.37300e-04,4.43970e-01
YLR051C,YLR051C,0.000,0.000,0.000,9.99999e-01,9.99999e-01,9.99999e-01
YOR285W,YOR285W,-0.103,0.161,-0.098,7.80070e-03,1.41390e-02,9.35230e-02
YOR358W,HAP5,0.107,-0.007,0.320,9.15640e-02,9.34930e-01,1.52910e-02
YKR072C,SIS2,0.045,-0.142,0.238,2.52390e-01,7.81810e-03,1.32810e-02
YJR093C,FIP1,0.117,-0.157,0.392,2.29360e-02,1.62870e-01,1.01370e-02
YDL108W,KIN28,-0.038,-0.065,0.191,4.11660e-01,2.99890e-01,6.40740e-02
YBL077W,YBL077W,-0.205,-0.368,0.464,6.89260e-04,1.84700e-04,6.84190e-03
YJL061W,NUP82,0.031,-0.223,0.187,4.83330e-01,4.87030e-04,1.00770e-01
YGR004W,YGR004W,-0.092,-0.185,0.191,5.85030e-02,3.98560e-02,1.99230e-01
YJL134W,LCB3,-0.058,0.117,-0.273,2.88770e-01,4.36860e-02,2.07860e-02
YER046W,YER046W,-0.070,0.089,0.128,3.47110e-01,3.75310e-01,3.83960e-01
YMR030W,YMR030W,0.134,-0.020,0.387,6.76420e-02,8.76890e-01,5.47740e-03
YPL160W,CDC60,-0.135,0.872,0.000,3.33140e-01,7.10590e-04,8.71900e-01
YPL233W,YPL233W,0.191,-0.210,0.517,7.03490e-04,7.07010e-02,1.25060e-03
YGL197W,MDS3,-0.018,-0.239,-0.385,7.22620e-01,1.20560e-02,1.36980e-03
YDL036C,YDL036C,0.185,-0.414,0.226,7.35760e-04,3.14660e-02,1.26360e-01
YLR124W,YLR124W,-0.017,0.000,0.000,7.11620e-01,7.61650e-01,9.99999e-01
YCR088W,ABP1,-0.037,-0.002,-0.182,3.55800e-01,9.79400e-01,2.90050e-02
YLL020C,YLL020C,0.277,0.075,0.291,3.03270e-02,7.54240e-01,6.91120e-02
YDL109C,YDL109C,0.058,0.475,-0.294,4.47100e-01,5.25080e-05,1.28490e-01
YNL275W,YNL275W,0.049,0.059,-0.271,3.24350e-01,4.09360e-01,1.16900e-02
YBL078C,AUT7,0.060,0.115,0.303,1.39630e-01,8.94640e-02,1.02900e-03
YKL114C,APN1,0.111,-0.311,0.136,2.68150e-02,1.11730e-04,1.90470e-01
YGR005C,TFG2,0.163,-0.233,0.342,2.69680e-03,1.20560e-02,2.71460e-03
YJL208C,NUC1,0.127,-0.925,0.346,1.87140e-02,4.83560e-06,2.49760e-01
YDR424C,DYN2,-0.041,-0.076,0.094,3.45480e-01,2.26510e-01,3.56930e-01
YIL083C,YIL083C,-0.047,0.065,0.019,2.07040e-01,1.37180e-01,7.96250e-01
YFR026C,YFR026C,-0.133,-0.268,0.008,8.85280e-04,2.21730e-04,8.93270e-01
YER047C,SAP1,0.094,-0.092,0.188,6.62870e-02,2.65990e-01,1.19900e-01
YPR192W,AQY1,0.008,0.372,0.099,8.91330e-01,1.04320e-05,3.82500e-01
YMR031C,YMR031C,0.199,0.213,0.186,3.33420e-04,6.89780e-05,5.89270e-02
YPL161C,BEM4,0.176,0.398,0.124,6.56460e-02,1.81410e-01,4.84520e-01
YMR104C,YPK2,-0.155,0.270,-0.057,2.16830e-04,2.16210e-04,3.90300e-01
YOR286W,YOR286W,0.027,0.058,-0.210,4.94220e-01,1.77870e-01,9.46540e-04
YPL234C,VMA11,-0.207,0.105,-0.320,1.01340e-05,1.55710e-02,8.26100e-07
YOR359W,YOR359W,0.045,-0.045,0.120,2.36280e-01,4.22510e-01,1.05390e-01
YKR073C,YKR073C,-0.188,-0.247,0.172,1.68680e-01,4.38580e-01,5.78500e-01
YJR094C,IME1,-0.039,-0.099,0.613,6.70800e-01,5.54110e-01,5.23810e-03
YNL276C,YNL276C,-0.110,-0.085,0.204,2.67410e-01,5.06160e-01,2.34500e-01
YEL015W,YEL015W,0.222,-0.171,0.275,3.06570e-05,5.29250e-03,3.28290e-02
YPR193C,HPA2,-0.465,-0.265,0.317,9.68400e-05,3.10000e-01,2.25870e-01
YCL057W,PRD1,-0.088,-0.003,-0.264,2.60000e-02,9.58820e-01,6.04560e-03
YKL041W,VPS24,0.288,-0.216,0.332,1.53520e-06,7.15620e-03,1.33060e-02
YOR287C,YOR287C,0.153,-0.583,0.714,1.57550e-02,3.68400e-04,9.05560e-04
YJL062W,LAS21,-0.123,0.036,-0.169,4.61620e-03,4.43710e-01,3.96530e-02
YJL135W,YJL135W,-0.099,-0.365,-0.055,5.09060e-01,3.76330e-01,2.01800e-01
YDR351W,SBE2,-0.052,-0.043,0.527,3.56360e-01,7.01100e-01,1.60090e-03
YIL156W,UBP7,0.095,0.087,0.078,5.54450e-02,1.36650e-01,4.68860e-01
YNR010W,CSE2,-0.037,-0.233,0.173,6.42100e-01,9.18680e-02,2.36500e-01
YDR068W,DOS2,0.190,-0.304,0.521,1.20500e-03,1.77380e-04,6.97960e-04
YEL016C,YEL016C,-0.075,-0.160,-0.340,9.11470e-02,1.58930e-02,5.39710e-03
YGL198W,YGL198W,-0.023,0.263,-0.250,5.89370e-01,1.12290e-05,5.73530e-04
YLR052W,YLR052W,-0.405,-0.363,-0.182,1.13440e-06,3.35390e-06,4.38280e-03
YCR089W,FIG2,0.067,0.174,-0.103,1.99780e-01,1.88430e-02,5.45190e-01
YLR125W,YLR125W,-0.170,-0.007,-0.135,3.25240e-02,9.45540e-01,4.28340e-01
YCL058C,YCL058C,0.123,0.053,-0.082,2.43430e-02,3.02760e-01,4.60230e-01
YKL115C,YKL115C,0.001,-0.188,0.000,9.99999e-01,5.75640e-01,5.83880e-01
YJL063C,MRPL8,-0.026,-0.006,-0.078,5.06800e-01,9.10390e-01,4.46570e-01
YJL136C,RPS21B,-0.196,-0.348,-0.137,2.66940e-03,8.60730e-06,2.23290e-02
YIL084C,SDS3,-0.029,-0.161,0.306,5.72010e-01,5.32310e-02,1.55300e-02
YNR011C,PRP2,0.146,0.000,0.872,6.98160e-02,3.88170e-01,3.77450e-04
YIL157C,YIL157C,0.017,0.282,-0.255,7.30480e-01,1.97900e-06,1.21130e-05
YER048C,CAJ1,0.191,-0.116,0.223,5.32710e-05,3.33450e-02,7.07170e-03
YPL162C,YPL162C,-0.007,0.070,0.142,8.80330e-01,2.73450e-01,2.34610e-01
YDR069C,DOA4,-0.062,0.206,0.140,2.11570e-01,9.14990e-03,2.32090e-01
YMR105C,PGM2,-0.459,0.319,-0.275,3.23700e-08,1.06230e-04,1.89010e-04
YLR053C,YLR053C,0.172,-0.286,-0.000,1.51940e-01,3.97240e-01,6.96000e-01
YGL199C,YGL199C,-0.140,0.226,-0.228,2.41850e-02,1.16060e-03,1.57370e-01
YLR126C,YLR126C,0.734,0.195,0.741,1.73260e-09,2.30690e-02,4.56510e-05
YLL021W,SPA2,-0.155,0.050,-0.036,3.40130e-04,2.30360e-01,6.22290e-01
YPR194C,YPR194C,-0.454,-0.485,-0.693,1.90420e-07,1.29900e-03,2.27260e-12
YKL042W,SPC42,-0.191,-0.335,0.294,1.84740e-02,1.82150e-01,4.54260e-01
YBL079W,NUP170,-0.186,-0.032,-0.420,2.56680e-04,4.57230e-01,2.94690e-09
YOR288C,MPD1,-0.218,0.075,-0.472,7.56240e-05,1.27390e-01,6.14010e-08
YGR006W,PRP18,-0.228,-0.341,0.082,6.31810e-06,1.36360e-05,4.09590e-01
YDR352W,YDR352W,-0.037,-0.034,-0.195,3.98120e-01,5.24010e-01,8.27860e-02
YDR425W,YDR425W,0.066,0.205,0.287,1.75810e-01,2.44650e-02,5.34360e-03
YFR027W,YFR027W,-0.101,-0.525,-0.074,1.68150e-01,6.02920e-02,7.80940e-01
YJL209W,CBP1,0.000,0.000,0.000,9.20340e-01,9.79400e-01,9.99999e-01
YMR032W,HOF1,0.173,-0.322,0.024,1.27320e-02,8.77860e-03,8.58030e-01
YPL235W,TIP49B,0.018,-0.102,0.233,6.42620e-01,3.50770e-01,2.97680e-02
YLL022C,HIF1,0.265,-0.088,0.227,6.67320e-05,2.44580e-01,7.65500e-02
YKR074W,YKR074W,-0.265,-0.048,-0.283,9.70390e-07,4.40360e-01,4.38940e-04
YCL059C,KRR1,0.083,-0.579,0.664,2.06190e-01,3.13200e-05,7.80660e-04
YJR095W,SFC1,1.715,0.676,1.415,2.83440e-12,1.36300e-07,5.31500e-07
YNL277W,MET2,0.141,-0.027,0.376,5.15760e-03,6.37520e-01,1.00580e-02
YKL116C,YKL116C,-0.158,-0.105,-0.036,1.14810e-03,8.65890e-02,7.19820e-01
YJL137C,GLG2,0.168,0.329,-0.252,1.42640e-03,8.68870e-06,3.55760e-02
YFR028C,CDC14,0.189,-0.327,0.134,4.02040e-04,3.97760e-04,2.66370e-01
YIL085C,KTR7,-0.053,-0.151,0.225,1.81820e-01,6.92110e-03,8.95720e-03
YPL090C,RPS6A,-0.264,-0.465,0.062,6.48540e-06,1.40340e-06,3.29550e-01
YMR106C,YKU80,0.077,-0.131,0.040,1.41520e-01,1.00560e-01,7.89410e-01
YPL163C,SVS1,-0.245,-0.329,-0.057,8.44190e-05,1.57600e-05,3.48200e-01
YPL236C,YPL236C,-0.109,0.381,0.188,2.23200e-02,3.21470e-02,6.54870e-02
YLR054C,YLR054C,-0.160,-0.093,0.532,2.92530e-02,4.38070e-01,8.92390e-03
YLR127C,APC2,0.064,-0.024,0.234,3.01700e-01,8.11840e-01,1.63960e-01
YKR075C,YKR075C,0.668,0.400,0.201,1.22320e-09,7.22020e-06,8.95750e-02
YEL017W,YEL017W,0.005,0.129,-0.468,9.12770e-01,2.31400e-02,2.74450e-03
YML001W,YPT7,-0.055,0.048,-0.250,1.54560e-01,3.37300e-01,4.61190e-05
YPR195C,YPR195C,-0.194,-0.380,0.047,5.99780e-02,6.74780e-02,6.74830e-01
YKL043W,PHD1,-0.108,-0.007,-0.277,1.02550e-02,8.87540e-01,2.27490e-03
YDR280W,RRP45,0.105,-0.231,0.241,5.84320e-02,1.53340e-03,9.19440e-03
YJL064W,YJL064W,0.040,-0.119,0.206,4.38830e-01,5.26180e-02,1.44630e-01
YGR007W,MUQ1,-0.030,-0.061,0.119,4.25160e-01,2.02530e-01,2.42850e-01
YDR353W,TRR1,-0.084,-0.137,-0.245,3.06110e-02,1.28330e-02,2.06470e-05
YIL158W,YIL158W,0.217,-0.123,0.034,2.04950e-03,6.88040e-02,7.59980e-01
YLR410W,VIP1,0.117,-0.021,0.199,6.96490e-03,7.37130e-01,3.14790e-02
YNR012W,URK1,0.036,-0.204,0.600,4.34040e-01,7.17730e-02,1.41000e-03
YER049W,YER049W,-0.017,-0.599,0.397,7.01740e-01,5.57250e-05,5.36930e-03
YMR033W,ARP9,0.012,-0.415,0.342,9.08070e-01,3.62930e-04,1.51010e-02
YDL039C,YDL039C,-0.393,-0.300,0.413,3.49470e-03,1.46790e-01,2.11670e-01
YLL023C,YLL023C,-0.325,-0.050,0.390,1.22110e-07,2.64570e-01,6.26550e-05
